ID,YEAR,YEAR_OF_BIRTH,COUNTRY_OF_BIRTH,SAMPLE_RACE,SAMPLE_SEX,C1DOB_Y,HAVING_HEALTHPLAN,FAMSIZE_,TNFI_,POVSTATUS_,REGION_,MARSTAT_KEY_,WKSUEMP_PCY_,URBAN_RURAL_,JOBSNUM_,NUMCH_,AGE_1STCHILD,EVER_IN_POVERTY,WHEN_IN_POVERTY,INCOME_,INCOME_MAX,EVER_EDU_LOAN,EDU_DEGREE,EVER_DIVORCED_,EVER_UNEMPLOYED_,HOURS_WORKED_PER_WEEK_,MAJOR_1_,MAJOR_2_,EDU_MAJOR,AMT_EDU_LOAN_,TOTAL_EDU_LOAN,CAL_YEAR_JOBS_,NET_WORTH_,EMP_STATUS_,EDU_LOAN_
5160,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,4,35100,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,5,1: URBAN,13,2,24,No,NEVER,30000,100000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,27000,1: EMPLOYED,
5161,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1992,Yes,1,25400,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,4,0,29,Yes,ADULT ONLY,25000,40000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,2,9000,1: EMPLOYED,
5162,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1988,Yes,4,146942,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,4,2,26,No,NEVER,48000,111000,-4,High school diploma (or equivalent),Yes,No,-4,-4,-4,-4,-4,-4,2,19343,1: EMPLOYED,
5163,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,3,75000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,9,1,26,No,NEVER,23000,65000,No,High school diploma (or equivalent),No,No,-4,506,-4,506,-4,-4,2,14500,1: EMPLOYED,
5164,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,4,65200,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,2,2,25,No,NEVER,0,10800,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-5,0,81000,3: OUT OF LABOR FORCE,
5165,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,No,4,86000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,15,2,27,Yes,ADULT ONLY,74283,74283,No,High school diploma (or equivalent),No,Yes,50,9996,-4,9996,-4,-4,2,8200,1: EMPLOYED,
5166,1990,64,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,1991,Yes,2,63997,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,7,0,27,Yes,ADULT ONLY,37024,75000,No,Bachelor of Science (BS),No,Yes,-4,909,-4,909,-4,-4,2,95000,1: EMPLOYED,
5167,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1981,Yes,4,48000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,4,2,20,No,NEVER,48000,70000,No,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,2,29600,1: EMPLOYED,
5168,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1995,No,4,13109,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,2,1: URBAN,11,2,33,No,NEVER,1900,25000,Yes,Bachelor of Arts Degree (BA),No,Yes,-4,701,-4,909,2400,4000,1,1300,1: EMPLOYED,
5169,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,3,-2,-3,4: WEST,1: 1  MARRIED,0,1: URBAN,17,0,No children yet,Yes,ADULT ONLY,9000,16500,Yes,Bachelor of Science (BS),No,Yes,64,407,-4,1601,-4,30000,3,-3850,1: EMPLOYED,
5170,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,5,26990,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,6,3,25,Yes,ADULT ONLY,25000,103000,Yes,Doctoral Degree (PhD),No,No,10,-4,-4,-4,-4,425,2,4600,1: EMPLOYED,
5171,1990,63,IN THE US,HISPANIC,FEMALE,1989,Yes,3,19000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,20,1,24,Yes,BOTH CHILD AND ADULT,4000,15000,-4,-5,No,Yes,-4,-4,-4,-4,-4,-5,2,-3500,3: OUT OF LABOR FORCE,
5172,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,4,25649,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,20,2,24,Yes,ADULT ONLY,18707,24793,No,Associate/Junior College (AA),Yes,Yes,-4,1002,-4,1002,-4,-5,2,14000,1: EMPLOYED,
5173,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,22000,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,-3,1: URBAN,10,0,No children yet,No,NEVER,22000,29000,No,Associate/Junior College (AA),No,No,-4,1202,-4,1202,-4,-5,1,6167,1: EMPLOYED,
5174,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,4,32620,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,8,2,25,Yes,ADULT ONLY,32000,65000,No,High school diploma (or equivalent),No,No,-4,501,-4,501,-4,-4,2,6000,1: EMPLOYED,
5176,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1991,Yes,1,15600,0: NOT IN POVERTY,4: WEST,3: 3  DIVORCED,0,1: URBAN,8,0,30,Yes,ADULT ONLY,15600,43239,No,High school diploma (or equivalent),Yes,Yes,-4,-4,-4,-4,-4,-4,2,1102,1: EMPLOYED,
5177,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1978,Yes,2,0,1: IN POVERTY,4: WEST,3: 3  DIVORCED,0,1: URBAN,13,1,15,Yes,BOTH CHILD AND ADULT,0,4000,-4,High school diploma (or equivalent),Yes,Yes,-4,901,-4,901,-4,-4,0,-6500,3: OUT OF LABOR FORCE,
5178,1990,61,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,5,13810,1: IN POVERTY,4: WEST,1: 1  MARRIED,4,1: URBAN,14,3,22,Yes,ADULT ONLY,10000,74000,-4,High school diploma (or equivalent),Yes,Yes,94,500,-4,500,-4,3000,3,-6375,1: EMPLOYED,
5179,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1984,Yes,2,5715,1: IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,21,1,21,Yes,ADULT ONLY,900,54585,-4,High school diploma (or equivalent),No,Yes,16,-4,-4,-4,-4,-4,1,1785,3: OUT OF LABOR FORCE,
5180,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,5,14400,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,11,3,20,Yes,ADULT ONLY,0,15000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,0,300,3: OUT OF LABOR FORCE,
5181,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,Yes,1,26000,0: NOT IN POVERTY,4: WEST,2: 2  SEPARATED,0,1: URBAN,9,0,27,No,NEVER,26000,134000,No,Associate/Junior College (AA),No,Yes,-4,704,909,700,-4,2500,2,4000,1: EMPLOYED,
5182,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,Yes,3,-1,-3,3: SOUTH,1: 1  MARRIED,0,1: URBAN,7,1,27,No,NEVER,29000,62000,No,None,No,No,-4,-4,-4,-4,-4,-4,2,10100,1: EMPLOYED,
5183,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,25200,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,0: RURAL,18,0,No children yet,Yes,ADULT ONLY,25000,27000,No,Associate/Junior College (AA),No,Yes,-4,802,-4,802,-4,7000,2,4500,1: EMPLOYED,
5184,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1994,Yes,1,11893,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,13,1: URBAN,15,0,30,No,NEVER,11870,50000,-4,High school diploma (or equivalent),No,No,84,-4,-4,-4,-4,-4,4,6000,1: EMPLOYED,
5185,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,2001,No,1,3400,1: IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,15,0: RURAL,15,0,36,Yes,ADULT ONLY,3400,76000,No,Other (SPECIFY),No,Yes,-4,1401,-4,502,7500,15796,1,6500,1: EMPLOYED,
5186,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1979,No,7,31194,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,8,5,20,Yes,ADULT ONLY,13000,42000,No,High school diploma (or equivalent),Yes,Yes,-4,9996,-4,9996,-4,-4,2,15535,1: EMPLOYED,
5187,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1986,No,2,18000,0: NOT IN POVERTY,4: WEST,3: 3  DIVORCED,0,1: URBAN,18,1,25,No,NEVER,18000,42000,-4,High school diploma (or equivalent),Yes,No,40,601,-4,601,-4,4500,3,3200,1: EMPLOYED,
5188,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,23500,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,13,0,No children yet,Yes,ADULT ONLY,23500,54000,Yes,Bachelor of Arts Degree (BA),No,No,-4,2001,-4,2001,-4,1000,2,147157,1: EMPLOYED,
5189,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,Yes,4,27010,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,8,2,22,Yes,BOTH CHILD AND ADULT,0,44320,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,0,5050,3: OUT OF LABOR FORCE,
5190,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,3,4888,1: IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,4,0,No children yet,Yes,ADULT ONLY,769,3000,-4,Other (SPECIFY),No,No,-4,-4,-4,-4,-4,-5,2,1400,1: EMPLOYED,
5191,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1996,Yes,1,15500,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,8,0,35,No,NEVER,15500,34000,No,Associate/Junior College (AA),No,Yes,-4,2001,-4,2001,-4,-4,2,18900,1: EMPLOYED,
5192,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,4,-2,-3,4: WEST,0: 0  NEVER MARRIED,10,1: URBAN,22,0,No children yet,Yes,ADULT ONLY,6000,37202,-4,High school diploma (or equivalent),No,Yes,90,-4,-4,-4,-4,-4,3,1200,1: EMPLOYED,
5193,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,2000,Yes,1,30000,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,5,0,36,No,NEVER,30000,77000,Yes,Associate/Junior College (AA),No,No,40,1225,-4,1225,-4,5000,2,10400,1: EMPLOYED,
5194,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,4,79025,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,4,0,No children yet,No,NEVER,29000,36000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-5,2,30500,1: EMPLOYED,
5195,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,3,18000,0: NOT IN POVERTY,4: WEST,3: 3  DIVORCED,0,1: URBAN,9,2,20,Yes,ADULT ONLY,12000,35000,-4,High school diploma (or equivalent),Yes,No,115,-4,-4,-4,-4,-4,3,14200,1: EMPLOYED,
5197,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,29000,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,4,0,No children yet,Yes,CHILD ONLY,17000,123000,No,Bachelor of Arts Degree (BA),No,No,-4,2201,-4,2201,-4,2500,1,72500,1: EMPLOYED,
5198,1990,57,IN THE US,HISPANIC,FEMALE,1983,Yes,5,31680,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,12,3,25,No,NEVER,0,17000,No,High school diploma (or equivalent),No,Yes,-4,1002,-4,1002,-4,-4,0,23138,3: OUT OF LABOR FORCE,
5199,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,4,35000,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,10,2,22,No,NEVER,0,36000,No,Bachelor of Science (BS),No,No,-4,201,-4,201,-4,-4,2,55000,1: EMPLOYED,
5200,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1979,No,3,-2,-3,4: WEST,3: 3  DIVORCED,16,1: URBAN,9,0,20,Yes,ADULT ONLY,8000,12000,-4,High school diploma (or equivalent),Yes,Yes,70,-4,-4,-3,-4,-5,3,-11400,1: EMPLOYED,
5201,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1997,No,1,8900,0: NOT IN POVERTY,4: WEST,3: 3  DIVORCED,0,1: URBAN,18,0,36,Yes,ADULT ONLY,8900,10800,No,High school diploma (or equivalent),Yes,Yes,50,4901,-4,4901,-4,-5,2,225,1: EMPLOYED,
5202,1990,62,IN THE US,HISPANIC,FEMALE,No children yet,Yes,1,-2,-3,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,9,0,No children yet,No,NEVER,0,36000,Yes,High school diploma (or equivalent),No,No,-4,901,-4,901,-4,-5,0,45167,4: IN ACTIVE FORCES,
5203,1990,63,IN THE US,HISPANIC,MALE,1989,Yes,3,12720,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,18,2,25,Yes,ADULT ONLY,12700,147970,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,2,12200,1: EMPLOYED,
5204,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1978,Yes,4,22000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,7,1: URBAN,7,2,20,Yes,ADULT ONLY,18000,60000,-4,None,No,No,-4,-4,-4,-4,-4,-4,3,-12700,1: EMPLOYED,
5205,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1985,Yes,4,-2,-3,4: WEST,1: 1  MARRIED,0,1: URBAN,8,2,20,Yes,ADULT ONLY,15000,75000,-4,High school diploma (or equivalent),No,No,70,501,-4,501,-4,-5,3,18788,1: EMPLOYED,
5206,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1985,Yes,3,40050,0: NOT IN POVERTY,4: WEST,3: 3  DIVORCED,0,0: RURAL,6,0,24,No,NEVER,27000,63000,No,High school diploma (or equivalent),Yes,No,120,506,-4,835,-4,-5,2,48343,1: EMPLOYED,
5207,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,3,-2,-3,4: WEST,0: 0  NEVER MARRIED,13,1: URBAN,14,0,No children yet,Yes,ADULT ONLY,0,22000,-4,High school diploma (or equivalent),No,Yes,-4,502,-4,502,-4,1800,2,500,3: OUT OF LABOR FORCE,
5208,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,2,28000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,15,0,29,Yes,ADULT ONLY,14000,27000,-4,Associate/Junior College (AA),Yes,Yes,-4,-4,-4,506,-4,1300,2,3000,1: EMPLOYED,
5209,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1985,No,4,23500,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,2,1: URBAN,10,2,21,Yes,ADULT ONLY,0,18200,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,0,-1,3: OUT OF LABOR FORCE,
5211,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1991,Yes,2,19010,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,6,1: URBAN,9,0,27,Yes,ADULT ONLY,9500,38608,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-5,2,3800,1: EMPLOYED,
5212,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1981,Yes,3,10176,0: NOT IN POVERTY,4: WEST,3: 3  DIVORCED,15,1: URBAN,22,2,23,Yes,ADULT ONLY,8069,25000,Yes,Bachelor of Science (BS),Yes,Yes,38,1701,-4,1701,-4,5000,3,10000,1: EMPLOYED,
5213,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,Yes,3,55000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,6,1,27,No,NEVER,42000,80000,Yes,Associate/Junior College (AA),No,No,-4,506,-4,506,-4,3100,2,51000,1: EMPLOYED,
5214,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1988,Yes,3,40250,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,12,1,25,Yes,ADULT ONLY,1000,6000,Yes,Bachelor of Arts Degree (BA),No,No,-4,1301,-4,1301,-4,1100,1,13200,3: OUT OF LABOR FORCE,
5215,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1989,Yes,2,32000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,8,1: URBAN,24,0,26,Yes,ADULT ONLY,14000,38000,-4,High school diploma (or equivalent),No,Yes,102,-4,-4,-4,-4,-4,5,10000,1: EMPLOYED,
5216,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1983,Yes,3,-3,-3,4: WEST,2: 2  SEPARATED,0,0: RURAL,9,2,19,Yes,ADULT ONLY,5500,12000,-4,None,No,Yes,93,-4,-4,-4,-4,-4,1,2600,1: EMPLOYED,
5217,1990,63,IN THE US,HISPANIC,MALE,1983,No,2,13042,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,0: RURAL,4,1,19,Yes,ADULT ONLY,12800,43000,-4,None,No,Yes,38,-4,-4,-4,-4,-4,2,9500,1: EMPLOYED,
5218,1990,59,IN THE US,HISPANIC,MALE,1978,Yes,5,50000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,3,3,18,No,NEVER,39000,120000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,2,1000,1: EMPLOYED,
5219,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1978,Yes,5,50000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,9,3,15,No,NEVER,11000,89000,-4,High school diploma (or equivalent),No,Yes,45,-4,-4,-4,-4,-4,2,33000,1: EMPLOYED,
5220,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1989,Yes,3,-3,-3,4: WEST,1: 1  MARRIED,0,-5,3,1,25,Yes,BOTH CHILD AND ADULT,23000,100000,No,Associate/Junior College (AA),No,Yes,-4,2105,-4,2105,-4,8450,0,16100,4: IN ACTIVE FORCES,
5221,1990,57,IN THE US,HISPANIC,MALE,1986,Yes,1,22000,0: NOT IN POVERTY,4: WEST,3: 3  DIVORCED,0,0: RURAL,5,0,28,No,NEVER,22000,55000,No,High school diploma (or equivalent),Yes,No,10,-3,-4,-3,-4,-4,2,20000,1: EMPLOYED,
5222,1990,63,IN THE US,HISPANIC,MALE,1986,Yes,4,38100,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,11,2,22,Yes,ADULT ONLY,25000,150000,No,Associate/Junior College (AA),No,Yes,-4,4901,-4,501,-4,-4,2,114800,1: EMPLOYED,
5223,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,3,36000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,5,1,No children yet,No,NEVER,23000,42000,No,High school diploma (or equivalent),No,No,-4,2105,-4,2105,-4,-5,2,33100,1: EMPLOYED,
5224,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,No,5,24000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,4,3,24,No,NEVER,0,46000,No,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-4,0,26000,3: OUT OF LABOR FORCE,
5225,1990,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1995,Yes,2,68000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,13,0,34,No,NEVER,18000,104000,No,High school diploma (or equivalent),Yes,No,-4,0,-4,0,-4,-4,2,57100,1: EMPLOYED,
5226,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,4,39760,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,10,2,28,No,NEVER,30000,133000,No,Bachelor of Science (BS),No,No,-4,101,-4,101,-4,-4,2,118700,1: EMPLOYED,
5227,1990,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,45150,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,4,0,No children yet,No,NEVER,30000,53000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,101,-4,-4,2,46300,1: EMPLOYED,
5228,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,26600,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,14,0,No children yet,Yes,ADULT ONLY,26000,90000,No,Bachelor of Arts Degree (BA),No,No,-4,704,-4,2001,-4,-4,2,21000,1: EMPLOYED,
5229,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1985,Yes,4,-2,-3,4: WEST,1: 1  MARRIED,0,0: RURAL,5,2,24,No,NEVER,20000,41000,No,High school diploma (or equivalent),No,No,-4,2105,-4,2105,-4,-4,2,43300,1: EMPLOYED,
5230,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,4,62800,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,2,2,24,Yes,ADULT ONLY,21200,30000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-5,2,841832,1: EMPLOYED,
5231,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1984,No,4,33610,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,14,2,21,Yes,BOTH CHILD AND ADULT,9600,28000,-4,High school diploma (or equivalent),No,Yes,-4,506,-4,506,-4,-4,3,75643,1: EMPLOYED,
5232,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1984,Yes,3,6870,1: IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,0: RURAL,3,2,20,Yes,BOTH CHILD AND ADULT,0,10000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,823,-4,292,0,2500,3: OUT OF LABOR FORCE,
5233,1990,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1988,Yes,3,40200,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,6,1,25,Yes,ADULT ONLY,0,12000,No,High school diploma (or equivalent),No,Yes,-4,0,-4,0,-4,-4,0,-1,3: OUT OF LABOR FORCE,
5235,1990,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,1,30000,0: NOT IN POVERTY,4: WEST,2: 2  SEPARATED,0,0: RURAL,9,0,23,Yes,ADULT ONLY,20000,70000,No,High school diploma (or equivalent),No,Yes,12,107,-4,107,-4,-4,2,69343,1: EMPLOYED,
5236,1990,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1978,Yes,4,29000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,5,2,19,No,NEVER,0,13000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,-4,-4,-5,2,101500,3: OUT OF LABOR FORCE,
5237,1990,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1995,No,2,45000,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,17,0,31,Yes,ADULT ONLY,25000,25000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,-1500,1: EMPLOYED,
5238,1990,64,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,3,4100,1: IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,0: RURAL,20,0,No children yet,Yes,BOTH CHILD AND ADULT,3000,32000,-4,None,No,Yes,40,-4,-4,-4,-4,-4,2,-1450,1: EMPLOYED,
5239,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,1,0,1: IN POVERTY,4: WEST,3: 3  DIVORCED,34,1: URBAN,14,0,No children yet,Yes,ADULT ONLY,0,10000,-4,High school diploma (or equivalent),Yes,Yes,-4,-4,-4,-4,-4,-4,0,-10000,3: OUT OF LABOR FORCE,
5243,1990,59,IN OTHER COUNTRY,HISPANIC,MALE,No children yet,Yes,2,-2,-3,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,5,0,No children yet,No,NEVER,30000,55000,No,High school diploma (or equivalent),No,Yes,-4,112,-4,112,-4,-4,2,-1,1: EMPLOYED,
5244,1990,60,IN THE US,HISPANIC,MALE,1992,Yes,1,34000,0: NOT IN POVERTY,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,7,0,31,Yes,ADULT ONLY,34000,80000,Yes,Bachelor of Arts Degree (BA),No,No,-4,801,-4,801,-4,6000,2,3700,1: EMPLOYED,
5245,1990,62,IN THE US,HISPANIC,MALE,1994,Yes,1,0,1: IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,0,1: URBAN,8,0,32,Yes,ADULT ONLY,0,343830,Yes,"Professional Degree (MD, LLD, DDS)",No,Yes,-4,1206,-4,430,20000,20000,1,-42000,3: OUT OF LABOR FORCE,
5246,1990,63,IN THE US,HISPANIC,FEMALE,1994,Yes,2,-2,-3,4: WEST,0: 0  NEVER MARRIED,0,1: URBAN,8,0,30,Yes,ADULT ONLY,14500,33000,Yes,High school diploma (or equivalent),No,Yes,-4,1101,-4,1101,-4,3500,2,4400,1: EMPLOYED,
5247,1990,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1983,Yes,4,35280,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,0: RURAL,4,2,22,Yes,ADULT ONLY,15000,26000,-4,High school diploma (or equivalent),No,No,-4,-4,-4,501,-4,-4,2,10500,1: EMPLOYED,
5248,1990,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1989,Yes,3,32120,0: NOT IN POVERTY,4: WEST,1: 1  MARRIED,0,1: URBAN,5,1,30,No,NEVER,24000,102000,No,High school diploma (or equivalent),No,No,40,101,-4,101,-4,-4,2,-70600,1: EMPLOYED,
